Country,Category,Year,value
Austria,"Consumer Price Index, All items",1997,1.2054948135688244
Austria,Food and non-alcoholic beverages,1997,-0.20567063317171497
Austria,"Alcoholic Beverages, Tobacco, and Narcotics",1997,2.3255813953488262
Austria,Clothing and footwear,1997,-2.600877662421071
Austria,"Housing, Water, Electricity, Gas and Other Fuels",1997,5.2222030088189575
Austria,"Furnishings, household equipment and routine household maintenance",1997,-0.297692880178627
Austria,Health,1997,1.5079128097939547
Austria,Transport,1997,2.5243517629304475
Austria,Communication,1997,0.9037359799886955
Austria,Recreation and culture,1997,0.10238907849828122
Austria,Education,1997,5.895909352794316
Austria,Restaurants and hotels,1997,1.590583744234134
Austria,Miscellaneous goods and services,1997,0.7002587912924463
Belgium,"Consumer Price Index, All items",1997,2.117007581175803
Belgium,Food and non-alcoholic beverages,1997,2.1114993164210856
Belgium,"Alcoholic Beverages, Tobacco, and Narcotics",1997,4.573438874230433
Belgium,Clothing and footwear,1997,0.6021358782094991
Belgium,"Housing, Water, Electricity, Gas and Other Fuels",1997,3.2316871063970756
Belgium,"Furnishings, household equipment and routine household maintenance",1997,0.8011557656947721
Belgium,Health,1997,0.6986382474837222
Belgium,Transport,1997,3.7511436413540835
Belgium,Communication,1997,8.152260111022999
Belgium,Recreation and culture,1997,0.4044372544488032
Belgium,Education,1997,
Belgium,Restaurants and hotels,1997,1.925330654612432
Belgium,Miscellaneous goods and services,1997,0.6019447445593464
Bulgaria,"Consumer Price Index, All items",1997,
Bulgaria,Food and non-alcoholic beverages,1997,
Bulgaria,"Alcoholic Beverages, Tobacco, and Narcotics",1997,
Bulgaria,Clothing and footwear,1997,
Bulgaria,"Housing, Water, Electricity, Gas and Other Fuels",1997,
Bulgaria,"Furnishings, household equipment and routine household maintenance",1997,
Bulgaria,Health,1997,
Bulgaria,Transport,1997,
Bulgaria,Communication,1997,
Bulgaria,Recreation and culture,1997,
Bulgaria,Education,1997,
Bulgaria,Restaurants and hotels,1997,
Bulgaria,Miscellaneous goods and services,1997,
Croatia,"Consumer Price Index, All items",1997,
Croatia,Food and non-alcoholic beverages,1997,
Croatia,"Alcoholic Beverages, Tobacco, and Narcotics",1997,
Croatia,Clothing and footwear,1997,
Croatia,"Housing, Water, Electricity, Gas and Other Fuels",1997,
Croatia,"Furnishings, household equipment and routine household maintenance",1997,
Croatia,Health,1997,
Croatia,Transport,1997,
Croatia,Communication,1997,
Croatia,Recreation and culture,1997,
Croatia,Education,1997,
Croatia,Restaurants and hotels,1997,
Croatia,Miscellaneous goods and services,1997,
Cyprus,"Consumer Price Index, All items",1997,2.030685920577609
Cyprus,Food and non-alcoholic beverages,1997,1.7174835970667706
Cyprus,"Alcoholic Beverages, Tobacco, and Narcotics",1997,1.632208922742115
Cyprus,Clothing and footwear,1997,2.374383412758134
Cyprus,"Housing, Water, Electricity, Gas and Other Fuels",1997,8.901556676167512
Cyprus,"Furnishings, household equipment and routine household maintenance",1997,1.925204691303396
Cyprus,Health,1997,3.0333841721742067
Cyprus,Transport,1997,0.23322104172064342
Cyprus,Communication,1997,0.8753731720892669
Cyprus,Recreation and culture,1997,1.0273199367803079
Cyprus,Education,1997,4.100272055965797
Cyprus,Restaurants and hotels,1997,3.8598463556305083
Cyprus,Miscellaneous goods and services,1997,2.01606552212946
Czech Republic,"Consumer Price Index, All items",1997,7.192982456140354
Czech Republic,Food and non-alcoholic beverages,1997,6.056129985228942
Czech Republic,"Alcoholic Beverages, Tobacco, and Narcotics",1997,5.7736720554272525
Czech Republic,Clothing and footwear,1997,9.324208725406322
Czech Republic,"Housing, Water, Electricity, Gas and Other Fuels",1997,14.814814814814806
Czech Republic,"Furnishings, household equipment and routine household maintenance",1997,3.0395136778115504
Czech Republic,Health,1997,9.743589743589737
Czech Republic,Transport,1997,6.940509915014173
Czech Republic,Communication,1997,14.331723027375197
Czech Republic,Recreation and culture,1997,3.4391534391534506
Czech Republic,Education,1997,13.397129186602875
Czech Republic,Restaurants and hotels,1997,6.756756756756757
Czech Republic,Miscellaneous goods and services,1997,7.706766917293222
Denmark,"Consumer Price Index, All items",1997,2.414772727272711
Denmark,Food and non-alcoholic beverages,1997,3.3724340175953036
Denmark,"Alcoholic Beverages, Tobacco, and Narcotics",1997,2.052785923753653
Denmark,Clothing and footwear,1997,-1.6536964980544775
Denmark,"Housing, Water, Electricity, Gas and Other Fuels",1997,3.8260869565217437
Denmark,"Furnishings, household equipment and routine household maintenance",1997,1.4048531289910708
Denmark,Health,1997,-0.12919896640827974
Denmark,Transport,1997,2.9197080291970803
Denmark,Communication,1997,0.0
Denmark,Recreation and culture,1997,0.44395116537181545
Denmark,Education,1997,2.0547945205479583
Denmark,Restaurants and hotels,1997,2.9220779220779174
Denmark,Miscellaneous goods and services,1997,1.9966722129783625
Estonia,"Consumer Price Index, All items",1997,10.916724982505247
Estonia,Food and non-alcoholic beverages,1997,7.596513075965139
Estonia,"Alcoholic Beverages, Tobacco, and Narcotics",1997,7.9942279942280035
Estonia,Clothing and footwear,1997,14.10585217999533
Estonia,"Housing, Water, Electricity, Gas and Other Fuels",1997,12.080536912751688
Estonia,"Furnishings, household equipment and routine household maintenance",1997,9.56011730205278
Estonia,Health,1997,20.66859530697525
Estonia,Transport,1997,15.124514507653636
Estonia,Communication,1997,27.031935825639497
Estonia,Recreation and culture,1997,10.93696763202726
Estonia,Education,1997,24.695891668579293
Estonia,Restaurants and hotels,1997,16.6358595194085
Estonia,Miscellaneous goods and services,1997,13.509316770186333
Finland,"Consumer Price Index, All items",1997,0.9129213483145947
Finland,Food and non-alcoholic beverages,1997,0.5132717407244589
Finland,"Alcoholic Beverages, Tobacco, and Narcotics",1997,1.7044654176644711
Finland,Clothing and footwear,1997,-1.6768784263140946
Finland,"Housing, Water, Electricity, Gas and Other Fuels",1997,3.2503714710252596
Finland,"Furnishings, household equipment and routine household maintenance",1997,0.4934616333579959
Finland,Health,1997,1.4080331999407187
Finland,Transport,1997,0.39052330122365453
Finland,Communication,1997,-1.7994211652195704
Finland,Recreation and culture,1997,0.29380655776236925
Finland,Education,1997,1.0184473481936993
Finland,Restaurants and hotels,1997,0.800667222685566
Finland,Miscellaneous goods and services,1997,0.5052151238591954
France,"Consumer Price Index, All items",1997,1.8346148657763381
France,Food and non-alcoholic beverages,1997,2.5137362637362615
France,"Alcoholic Beverages, Tobacco, and Narcotics",1997,5.156997296735281
France,Clothing and footwear,1997,-0.11190689346463106
France,"Housing, Water, Electricity, Gas and Other Fuels",1997,2.732841212501955
France,"Furnishings, household equipment and routine household maintenance",1997,0.7298382191947556
France,Health,1997,3.041722745625848
France,Transport,1997,2.5309090909090832
France,Communication,1997,-2.763663403147855
France,Recreation and culture,1997,0.2094336186487015
France,Education,1997,1.0279473176999687
France,Restaurants and hotels,1997,1.5489467162329615
France,Miscellaneous goods and services,1997,1.000000000000004
Germany,"Consumer Price Index, All items",1997,1.8641810918775044
Germany,Food and non-alcoholic beverages,1997,1.1889035667106889
Germany,"Alcoholic Beverages, Tobacco, and Narcotics",1997,2.3008849557522075
Germany,Clothing and footwear,1997,0.6535947712418394
Germany,"Housing, Water, Electricity, Gas and Other Fuels",1997,3.625377643504519
Germany,"Furnishings, household equipment and routine household maintenance",1997,0.4474272930648674
Germany,Health,1997,1.0057471264367857
Germany,Transport,1997,1.8950437317784425
Germany,Communication,1997,-5.5354993983152765
